token,tag
room,B_loc_space
1B08,B_name
within,O
31st,B_ordinal
level,B_loc_level
choose ten sanitary terminal objects located within room 1B08 within 31st level,sentence
give,O
each,B_quantity
appliance,B_mep_obj
positioned,O
within,O
zone,B_loc_space
2B3,B_name
in,O
sixteenth,B_ordinal
floor,B_loc_level
give each appliance positioned within zone 2B3 in sixteenth floor,sentence
show,O
me,O
3,B_quantity
lamp,B_mep_obj
at,O
zone,B_loc_space
2C09,B_name
at,O
1st,B_ordinal
storey,B_loc_level
show me 3 lamp at zone 2C09 at 1st storey,sentence
find,O
five,B_quantity
junction,B_mep_obj
box,I_mep_obj
instances,O
at,O
space,B_loc_space
10.04,B_name
within,O
twenty-fourth,B_ordinal
storey,B_loc_level
find five junction box instances at space 10.04 within twenty-fourth storey,sentence
find,O
fixtures,B_mep_obj
located,O
inside,O
room,B_loc_space
1D12,B_name
in,O
twenty-eighth,B_ordinal
level,B_loc_level
find fixtures located inside room 1D12 in twenty-eighth level,sentence
show,O
4,B_quantity
pipe,B_mep_obj
fitting,I_mep_obj
instances,O
within,O
space,B_loc_space
7.01,B_name
in,O
seventeenth,B_ordinal
floor,B_loc_level
show 4 pipe fitting instances within space 7.01 in seventeenth floor,sentence
three,B_quantity
damper,B_mep_obj
placed,O
in,O
room,B_loc_space
1D30,B_name
at,O
3rd,B_ordinal
floor,B_loc_level
three damper placed in room 1D30 at 3rd floor,sentence
show,O
every,B_quantity
alarms,B_mep_obj
instances,O
placed,O
in,O
room,B_loc_space
2DC2,B_name
inside,O
twenty-seventh,B_ordinal
level,B_loc_level
show every alarms instances placed in room 2DC2 inside twenty-seventh level,sentence
mark,O
10,B_quantity
electric,B_mep_obj
flow,I_mep_obj
storage,I_mep_obj
devices,I_mep_obj
contained,O
within,O
room,B_loc_space
4.08,B_name
within,O
twenty,B_ordinal
eighth,I_ordinal
level,B_loc_level
mark 10 electric flow storage devices contained within room 4.08 within twenty eighth level,sentence
find,O
six,B_quantity
controller,B_mep_obj
objects,O
located,O
within,O
room,B_loc_space
9.01,B_name
within,O
thirty-first,B_ordinal
story,B_loc_level
find six controller objects located within room 9.01 within thirty-first story,sentence
pick,O
10,B_quantity
alarm,B_mep_obj
contained,O
within,O
zone,B_loc_space
1EC1,B_name
in,O
4th,B_ordinal
storey,B_loc_level
pick 10 alarm contained within zone 1EC1 in 4th storey,sentence
find,O
me,O
5,B_quantity
fitting,B_mep_obj
elements,O
within,O
zone,B_loc_space
2AC4,B_name
at,O
thirtieth,B_ordinal
floor,B_loc_level
find me 5 fitting elements within zone 2AC4 at thirtieth floor,sentence
highlight,O
5,B_quantity
pipe,B_mep_obj
fitting,I_mep_obj
instances,O
in,O
room,B_loc_space
2D02,B_name
in,O
third,B_ordinal
story,B_loc_level
highlight 5 pipe fitting instances in room 2D02 in third story,sentence
pick,O
eight,B_quantity
outlet,B_mep_obj
positioned,O
within,O
room,B_loc_space
1DC5,B_name
at,O
19th,B_ordinal
story,B_loc_level
pick eight outlet positioned within room 1DC5 at 19th story,sentence
mark,O
four,B_quantity
alarms,B_mep_obj
contained,O
inside,O
zone,B_loc_space
10000000,B_name
within,O
twenty-fourth,B_ordinal
storey,B_loc_level
mark four alarms contained inside zone 1E07 within twenty-fourth storey,sentence
find,O
me,O
five,B_quantity
electric,B_mep_obj
board,I_mep_obj
placed,O
inside,O
zone,B_loc_space
2C10,B_name
",",O
inside,O
nineteenth,B_ordinal
floor,B_loc_level
"find me five electric board placed inside zone 2C10 , inside nineteenth floor",sentence
find,O
one,B_quantity
electric,B_mep_obj
outlet,I_mep_obj
elements,O
contained,O
within,O
room,B_loc_space
B104,B_name
in,O
thirtieth,B_ordinal
level,B_loc_level
find one electric outlet elements contained within room B104 in thirtieth level,sentence
show,O
me,O
6,B_quantity
terminal,B_mep_obj
box,I_mep_obj
located,O
within,O
zone,B_loc_space
4.08,B_name
in,O
fourteenth,B_ordinal
floor,B_loc_level
show me 6 terminal box located within zone 4.08 in fourteenth floor,sentence
choose,O
every,B_quantity
appliance,B_mep_obj
items,O
inside,O
room,B_loc_space
1.07,B_name
at,O
third,B_ordinal
story,B_loc_level
choose every appliance items inside room 1.07 at third story,sentence
4,B_quantity
appliance,B_mep_obj
contained,O
inside,O
zone,B_loc_space
2C12,B_name
at,O
fifth,B_ordinal
level,B_loc_level
4 appliance contained inside zone 2C12 at fifth level,sentence
select,O
two,B_quantity
filter,B_mep_obj
contained,O
inside,O
zone,B_loc_space
10.05,B_name
in,O
fifth,B_ordinal
level,B_loc_level
select two filter contained inside zone 10.05 in fifth level,sentence
choose,O
nine,B_quantity
air,B_mep_obj
terminal,I_mep_obj
box,I_mep_obj
instances,O
in,O
space,B_loc_space
2D01,B_name
in,O
twenty,B_ordinal
fifth,I_ordinal
level,B_loc_level
choose nine air terminal box instances in space 2D01 in twenty fifth level,sentence
mark,O
six,B_quantity
fire,B_mep_obj
terminal,I_mep_obj
within,O
space,B_loc_space
1.02,B_name
",",O
in,O
12th,B_ordinal
storey,B_loc_level
"mark six fire terminal within space 1.02 , in 12th storey",sentence
find,O
me,O
6,B_quantity
interceptor,B_mep_obj
placed,O
in,O
space,B_loc_space
1E+030,B_name
",",O
in,O
3rd,B_ordinal
story,B_loc_level
"find me 6 interceptor placed in space 1E30 , in 3rd story",sentence
10,B_quantity
space,B_mep_obj
heater,I_mep_obj
located,O
in,O
space,B_loc_space
9.06,B_name
in,O
twenty-second,B_ordinal
floor,B_loc_level
10 space heater located in space 9.06 in twenty-second floor,sentence
mark,O
two,B_quantity
controllers,B_mep_obj
objects,O
positioned,O
inside,O
space,B_loc_space
2AC1,B_name
",",O
within,O
eighth,B_ordinal
floor,B_loc_level
"mark two controllers objects positioned inside space 2AC1 , within eighth floor",sentence
show,O
me,O
9,B_quantity
alarm,B_mep_obj
objects,O
contained,O
within,O
room,B_loc_space
1E+017,B_name
at,O
fourteenth,B_ordinal
floor,B_loc_level
show me 9 alarm objects contained within room 1E17 at fourteenth floor,sentence
give,O
4,B_quantity
light,B_mep_obj
items,O
located,O
in,O
zone,B_loc_space
1EC2,B_name
in,O
fifteenth,B_ordinal
story,B_loc_level
give 4 light items located in zone 1EC2 in fifteenth story,sentence
show,O
me,O
one,B_quantity
electric,B_mep_obj
board,I_mep_obj
objects,O
placed,O
in,O
zone,B_loc_space
2D14,B_name
in,O
twenty,B_ordinal
fifth,I_ordinal
story,B_loc_level
show me one electric board objects placed in zone 2D14 in twenty fifth story,sentence
find,O
me,O
electric,B_mep_obj
time,I_mep_obj
controller,I_mep_obj
positioned,O
inside,O
room,B_loc_space
1B08,B_name
inside,O
twenty,B_ordinal
sixth,I_ordinal
floor,B_loc_level
find me electric time controller positioned inside room 1B08 inside twenty sixth floor,sentence
for,O
all,B_quantity
lamps,B_mep_obj
located,O
in,O
zone,B_loc_space
1BC3,B_name
",",O
inside,O
fifteenth,B_ordinal
floor,B_loc_level
"for all lamps located in zone 1BC3 , inside fifteenth floor",sentence
find,O
eight,B_quantity
cable,B_mep_obj
segment,I_mep_obj
items,O
located,O
within,O
space,B_loc_space
2BS2,B_name
",",O
in,O
28th,B_ordinal
floor,B_loc_level
"find eight cable segment items located within space 2BS2 , in 28th floor",sentence
find,O
10,B_quantity
electrical,B_mep_obj
outlet,I_mep_obj
contained,O
within,O
zone,B_loc_space
1.01,B_name
within,O
14th,B_ordinal
story,B_loc_level
find 10 electrical outlet contained within zone 1.01 within 14th story,sentence
find,O
me,O
nine,B_quantity
appliance,B_mep_obj
items,O
within,O
space,B_loc_space
1D27,B_name
in,O
19th,B_ordinal
story,B_loc_level
find me nine appliance items within space 1D27 in 19th story,sentence
5,B_quantity
fitting,B_mep_obj
contained,O
in,O
room,B_loc_space
9,B_name
within,O
twenty-sixth,B_ordinal
level,B_loc_level
5 fitting contained in room 9.00 within twenty-sixth level,sentence
highlight,O
six,B_quantity
electric,B_mep_obj
appliances,I_mep_obj
instances,O
located,O
inside,O
space,B_loc_space
2BC1,B_name
in,O
13th,B_ordinal
storey,B_loc_level
highlight six electric appliances instances located inside space 2BC1 in 13th storey,sentence
all,B_quantity
switching,B_mep_obj
device,I_mep_obj
placed,O
within,O
room,B_loc_space
1.01,B_name
at,O
twenty,B_ordinal
sixth,I_ordinal
storey,B_loc_level
all switching device placed within room 1.01 at twenty sixth storey,sentence
find,O
me,O
two,B_quantity
actuators,B_mep_obj
inside,O
zone,B_loc_space
2DC2,B_name
at,O
twenty-first,B_ordinal
level,B_loc_level
find me two actuators inside zone 2DC2 at twenty-first level,sentence
for,O
seven,B_quantity
electric,B_mep_obj
outlet,I_mep_obj
positioned,O
inside,O
room,B_loc_space
1E+029,B_name
in,O
20th,B_ordinal
storey,B_loc_level
for seven electric outlet positioned inside room 1E29 in 20th storey,sentence
choose,O
ten,B_quantity
controller,B_mep_obj
located,O
inside,O
space,B_loc_space
3R01,B_name
within,O
22nd,B_ordinal
storey,B_loc_level
choose ten controller located inside space 3R01 within 22nd storey,sentence
show,O
me,O
7,B_quantity
pump,B_mep_obj
instances,O
positioned,O
in,O
room,B_loc_space
2A10,B_name
inside,O
eighty,B_ordinal
fifth,I_ordinal
story,B_loc_level
show me 7 pump instances positioned in room 2A10 inside eighty fifth story,sentence
highlight,O
electric,B_mep_obj
appliances,I_mep_obj
located,O
inside,O
zone,B_loc_space
1BS2,B_name
at,O
6th,B_ordinal
story,B_loc_level
highlight electric appliances located inside zone 1BS2 at 6th story,sentence
hide,O
for,O
me,O
cable,B_mep_obj
carrier,I_mep_obj
segment,I_mep_obj
located,O
within,O
room,B_loc_space
2BC1,B_name
in,O
14th,B_ordinal
level,B_loc_level
hide for me cable carrier segment located within room 2BC1 in 14th level,sentence
discard,O
ten,B_quantity
pipe,B_mep_obj
segment,I_mep_obj
positioned,O
inside,O
room,B_loc_space
1EC4,B_name
inside,O
twenty,B_ordinal
seventh,I_ordinal
story,B_loc_level
discard ten pipe segment positioned inside room 1EC4 inside twenty seventh story,sentence
mask,O
all,B_quantity
silencer,B_mep_obj
items,O
placed,O
within,O
zone,B_loc_space
2B3,B_name
inside,O
seventy,B_ordinal
ninth,I_ordinal
level,B_loc_level
mask all silencer items placed within zone 2B3 inside seventy ninth level,sentence
deselect,O
all,B_quantity
protective,B_mep_obj
device,I_mep_obj
placed,O
inside,O
zone,B_loc_space
2.06,B_name
inside,O
thirtieth,B_ordinal
story,B_loc_level
deselect all protective device placed inside zone 2.06 inside thirtieth story,sentence
exclude,O
lamps,B_mep_obj
placed,O
within,O
space,B_loc_space
9.02,B_name
at,O
twenty,B_ordinal
seventh,I_ordinal
level,B_loc_level
exclude lamps placed within space 9.02 at twenty seventh level,sentence
blank,O
out,O
six,B_quantity
protective,B_mep_obj
device,I_mep_obj
positioned,O
within,O
zone,B_loc_space
100000000000000,B_name
at,O
eighth,B_ordinal
floor,B_loc_level
blank out six protective device positioned within zone 1E14 at eighth floor,sentence
deselect,O
filter,B_mep_obj
objects,O
contained,O
within,O
space,B_loc_space
2AC2,B_name
within,O
seventy,B_ordinal
ninth,I_ordinal
level,B_loc_level
deselect filter objects contained within space 2AC2 within seventy ninth level,sentence
ignore,O
nine,B_quantity
appliances,B_mep_obj
in,O
room,B_loc_space
1E+024,B_name
in,O
26th,B_ordinal
story,B_loc_level
ignore nine appliances in room 1E24 in 26th story,sentence
mask,O
each,B_quantity
silencer,B_mep_obj
positioned,O
inside,O
room,B_loc_space
1A10,B_name
inside,O
second,B_ordinal
level,B_loc_level
mask each silencer positioned inside room 1A10 inside second level,sentence
ignore,O
nine,B_quantity
lamps,B_mep_obj
placed,O
inside,O
room,B_loc_space
2C14,B_name
",",O
inside,O
twenty-eighth,B_ordinal
storey,B_loc_level
"ignore nine lamps placed inside room 2C14 , inside twenty-eighth storey",sentence
exclude,O
eight,B_quantity
air,B_mep_obj
terminal,I_mep_obj
boxes,I_mep_obj
in,O
zone,B_loc_space
10000,B_name
inside,O
fifth,B_ordinal
level,B_loc_level
exclude eight air terminal boxes in zone 1E04 inside fifth level,sentence
deselect,O
every,B_quantity
air,B_mep_obj
terminal,I_mep_obj
box,I_mep_obj
instances,O
contained,O
inside,O
room,B_loc_space
3R02,B_name
at,O
8th,B_ordinal
story,B_loc_level
deselect every air terminal box instances contained inside room 3R02 at 8th story,sentence
except,O
for,O
5,B_quantity
appliance,B_mep_obj
instances,O
placed,O
in,O
zone,B_loc_space
2.01,B_name
within,O
14th,B_ordinal
floor,B_loc_level
except for 5 appliance instances placed in zone 2.01 within 14th floor,sentence
hide,O
for,O
me,O
1,B_quantity
pump,B_mep_obj
placed,O
within,O
room,B_loc_space
1D36,B_name
within,O
seventeenth,B_ordinal
floor,B_loc_level
hide for me 1 pump placed within room 1D36 within seventeenth floor,sentence
exclude,O
five,B_quantity
filters,B_mep_obj
inside,O
zone,B_loc_space
3.01,B_name
in,O
12th,B_ordinal
floor,B_loc_level
exclude five filters inside zone 3.01 in 12th floor,sentence
omit,O
3,B_quantity
sensor,B_mep_obj
contained,O
in,O
zone,B_loc_space
2B2,B_name
in,O
thirtieth,B_ordinal
level,B_loc_level
omit 3 sensor contained in zone 2B2 in thirtieth level,sentence
ignore,O
1,B_quantity
switching,B_mep_obj
device,I_mep_obj
items,O
contained,O
within,O
zone,B_loc_space
8.01,B_name
at,O
twelveth,B_ordinal
level,B_loc_level
ignore 1 switching device items contained within zone 8.01 at twelveth level,sentence
omit,O
four,B_quantity
tank,B_mep_obj
instances,O
positioned,O
inside,O
space,B_loc_space
4.05,B_name
",",O
in,O
third,B_ordinal
story,B_loc_level
"omit four tank instances positioned inside space 4.05 , in third story",sentence
deselect,O
pipe,B_mep_obj
segment,I_mep_obj
positioned,O
within,O
room,B_loc_space
6,B_name
within,O
forty,B_ordinal
first,I_ordinal
story,B_loc_level
deselect pipe segment positioned within room 6.00 within forty first story,sentence
deselect,O
nine,B_quantity
switching,B_mep_obj
device,I_mep_obj
instances,O
located,O
within,O
space,B_loc_space
2B17,B_name
within,O
twenty,B_ordinal
sixth,I_ordinal
floor,B_loc_level
deselect nine switching device instances located within space 2B17 within twenty sixth floor,sentence
hide,O
for,O
me,O
every,B_quantity
interceptor,B_mep_obj
positioned,O
in,O
room,B_loc_space
2B6,B_name
in,O
21st,B_ordinal
storey,B_loc_level
hide for me every interceptor positioned in room 2B6 in 21st storey,sentence
discard,O
all,B_quantity
filter,B_mep_obj
contained,O
within,O
zone,B_loc_space
2D16,B_name
in,O
10th,B_ordinal
level,B_loc_level
discard all filter contained within zone 2D16 in 10th level,sentence
mask,O
7,B_quantity
electric,B_mep_obj
board,I_mep_obj
elements,O
placed,O
within,O
zone,B_loc_space
2.06,B_name
inside,O
twelveth,B_ordinal
storey,B_loc_level
mask 7 electric board elements placed within zone 2.06 inside twelveth storey,sentence
hide,O
for,O
me,O
six,B_quantity
pipe,B_mep_obj
segment,I_mep_obj
elements,O
located,O
in,O
space,B_loc_space
10.04,B_name
in,O
seventeenth,B_ordinal
level,B_loc_level
hide for me six pipe segment elements located in space 10.04 in seventeenth level,sentence
blank,O
out,O
5,B_quantity
controller,B_mep_obj
instances,O
placed,O
inside,O
room,B_loc_space
2C16,B_name
inside,O
twenty-seventh,B_ordinal
story,B_loc_level
blank out 5 controller instances placed inside room 2C16 inside twenty-seventh story,sentence
discard,O
one,B_quantity
suppression,B_mep_obj
terminal,I_mep_obj
located,O
within,O
space,B_loc_space
2A14,B_name
at,O
fourteenth,B_ordinal
floor,B_loc_level
discard one suppression terminal located within space 2A14 at fourteenth floor,sentence
exclude,O
3,B_quantity
electric,B_mep_obj
board,I_mep_obj
placed,O
within,O
zone,B_loc_space
B205,B_name
at,O
twenty,B_ordinal
fourth,I_ordinal
storey,B_loc_level
exclude 3 electric board placed within zone B205 at twenty fourth storey,sentence
deselect,O
two,B_quantity
electric,B_mep_obj
time,I_mep_obj
controller,I_mep_obj
items,O
within,O
zone,B_loc_space
5.04,B_name
inside,O
15th,B_ordinal
level,B_loc_level
deselect two electric time controller items within zone 5.04 inside 15th level,sentence
ignore,O
5,B_quantity
switching,B_mep_obj
device,I_mep_obj
items,O
contained,O
within,O
room,B_loc_space
1A04,B_name
inside,O
thirtieth,B_ordinal
level,B_loc_level
ignore 5 switching device items contained within room 1A04 inside thirtieth level,sentence
discard,O
ten,B_quantity
fire,B_mep_obj
terminal,I_mep_obj
in,O
room,B_loc_space
5.04,B_name
within,O
forty,B_ordinal
first,I_ordinal
story,B_loc_level
discard ten fire terminal in room 5.04 within forty first story,sentence
ignore,O
4,B_quantity
electric,B_mep_obj
outlet,I_mep_obj
elements,O
placed,O
inside,O
zone,B_loc_space
2B16,B_name
",",O
in,O
eighth,B_ordinal
level,B_loc_level
"ignore 4 electric outlet elements placed inside zone 2B16 , in eighth level",sentence
exclude,O
each,B_quantity
boards,B_mep_obj
placed,O
inside,O
zone,B_loc_space
1D11,B_name
in,O
31st,B_ordinal
story,B_loc_level
exclude each boards placed inside zone 1D11 in 31st story,sentence
hide,O
six,B_quantity
tank,B_mep_obj
inside,O
zone,B_loc_space
2BS2,B_name
in,O
twenty-fourth,B_ordinal
storey,B_loc_level
hide six tank inside zone 2BS2 in twenty-fourth storey,sentence
blank,O
out,O
1,B_quantity
sensors,B_mep_obj
contained,O
within,O
zone,B_loc_space
2D12,B_name
",",O
at,O
28th,B_ordinal
level,B_loc_level
"blank out 1 sensors contained within zone 2D12 , at 28th level",sentence
hide,O
every,B_quantity
fitting,B_mep_obj
elements,O
placed,O
inside,O
zone,B_loc_space
2D04,B_name
",",O
in,O
20th,B_ordinal
story,B_loc_level
"hide every fitting elements placed inside zone 2D04 , in 20th story",sentence
ignore,O
two,B_quantity
heaters,B_mep_obj
located,O
in,O
zone,B_loc_space
A0.02,B_name
inside,O
twenty-fourth,B_ordinal
level,B_loc_level
ignore two heaters located in zone A0.02 inside twenty-fourth level,sentence
discard,O
ten,B_quantity
light,B_mep_obj
fixture,I_mep_obj
elements,O
located,O
within,O
zone,B_loc_space
1EC2,B_name
in,O
seventeenth,B_ordinal
story,B_loc_level
discard ten light fixture elements located within zone 1EC2 in seventeenth story,sentence
hide,O
for,O
me,O
each,B_quantity
appliances,B_mep_obj
objects,O
contained,O
in,O
room,B_loc_space
2BS2,B_name
",",O
in,O
nineth,B_ordinal
floor,B_loc_level
"hide for me each appliances objects contained in room 2BS2 , in nineth floor",sentence
except,O
for,O
ten,B_quantity
air,B_mep_obj
terminal,I_mep_obj
box,I_mep_obj
at,O
room,B_loc_space
2D14,B_name
",",O
in,O
8th,B_ordinal
storey,B_loc_level
"except for ten air terminal box at room 2D14 , in 8th storey",sentence
deselect,O
7,B_quantity
cable,B_mep_obj
carrier,I_mep_obj
segment,I_mep_obj
positioned,O
inside,O
room,B_loc_space
4.06,B_name
at,O
18th,B_ordinal
floor,B_loc_level
deselect 7 cable carrier segment positioned inside room 4.06 at 18th floor,sentence
exclude,O
3,B_quantity
electric,B_mep_obj
appliance,I_mep_obj
items,O
in,O
zone,B_loc_space
2C13,B_name
in,O
thirty-first,B_ordinal
storey,B_loc_level
exclude 3 electric appliance items in zone 2C13 in thirty-first storey,sentence
discard,O
3,B_quantity
suppression,B_mep_obj
terminal,I_mep_obj
instances,O
positioned,O
inside,O
room,B_loc_space
2C11,B_name
at,O
twenty-fifth,B_ordinal
story,B_loc_level
discard 3 suppression terminal instances positioned inside room 2C11 at twenty-fifth story,sentence
ignore,O
7,B_quantity
valves,B_mep_obj
instances,O
contained,O
inside,O
zone,B_loc_space
2B3,B_name
at,O
twenty-first,B_ordinal
storey,B_loc_level
ignore 7 valves instances contained inside zone 2B3 at twenty-first storey,sentence
deselect,O
2,B_quantity
electric,B_mep_obj
time,I_mep_obj
controller,I_mep_obj
located,O
within,O
space,B_loc_space
2C23,B_name
at,O
16th,B_ordinal
floor,B_loc_level
deselect 2 electric time controller located within space 2C23 at 16th floor,sentence
mask,O
electrical,B_mep_obj
outlet,I_mep_obj
elements,O
within,O
zone,B_loc_space
1B13,B_name
in,O
twenty-eighth,B_ordinal
floor,B_loc_level
mask electrical outlet elements within zone 1B13 in twenty-eighth floor,sentence
mask,O
1,B_quantity
waste,B_mep_obj
terminal,I_mep_obj
placed,O
inside,O
room,B_loc_space
2.09,B_name
in,O
25th,B_ordinal
level,B_loc_level
mask 1 waste terminal placed inside room 2.09 in 25th level,sentence
omit,O
all,B_quantity
actuator,B_mep_obj
instances,O
contained,O
inside,O
room,B_loc_space
5.05,B_name
inside,O
tenth,B_ordinal
floor,B_loc_level
omit all actuator instances contained inside room 5.05 inside tenth floor,sentence
ignore,O
ten,B_quantity
appliance,B_mep_obj
contained,O
within,O
room,B_loc_space
3.05,B_name
in,O
twentieth,B_ordinal
floor,B_loc_level
ignore ten appliance contained within room 3.05 in twentieth floor,sentence
mask,O
one,B_quantity
air,B_mep_obj
terminal,I_mep_obj
box,I_mep_obj
positioned,O
within,O
room,B_loc_space
1B21,B_name
",",O
inside,O
twenty,B_ordinal
sixth,I_ordinal
story,B_loc_level
"mask one air terminal box positioned within room 1B21 , inside twenty sixth story",sentence
except,O
for,O
10,B_quantity
appliance,B_mep_obj
in,O
space,B_loc_space
6,B_name
in,O
seventh,B_ordinal
level,B_loc_level
except for 10 appliance in space 6.00 in seventh level,sentence
tell,O
me,O
how,O
many,O
coverings,B_built_obj
of,O
the,O
model,O
are,O
modeled,O
contained,O
within,O
space,B_loc_space
2D09,B_name
in,O
4th,B_ordinal
story,B_loc_level
?,O
tell me how many coverings of the model are modeled contained within space 2D09 in 4th story ?,sentence
overall,O
how,O
many,O
coverings,B_built_obj
are,O
existing,O
placed,O
within,O
room,B_loc_space
A204,B_name
",",O
at,O
twenty,B_ordinal
fifth,I_ordinal
story,B_loc_level
?,O
"overall how many coverings are existing placed within room A204 , at twenty fifth story ?",sentence
how,O
many,O
covering,B_built_obj
of,O
the,O
building,O
are,O
existing,O
placed,O
inside,O
zone,B_loc_space
7.04,B_name
in,O
the,O
thirty-first,B_ordinal
floor,B_loc_level
how many covering of the building are existing placed inside zone 7.04 in the thirty-first floor,sentence
overall,O
how,O
many,O
facade,B_built_obj
shading,I_built_obj
are,O
there,O
positioned,O
within,O
room,B_loc_space
2D05,B_name
within,O
the,O
7th,B_ordinal
storey,B_loc_level
overall how many facade shading are there positioned within room 2D05 within the 7th storey,sentence
overall,O
how,O
many,O
finishing,B_built_obj
instances,O
of,O
the,O
model,O
are,O
modeled,O
within,O
space,B_loc_space
1C06,B_name
at,O
the,O
seventh,B_ordinal
floor,B_loc_level
overall how many finishing instances of the model are modeled within space 1C06 at the seventh floor,sentence
how,O
many,O
door,B_built_obj
are,O
existing,O
placed,O
in,O
zone,B_loc_space
1C19,B_name
",",O
within,O
fifth,B_ordinal
story,B_loc_level
"how many door are existing placed in zone 1C19 , within fifth story",sentence
how,O
many,O
beam,B_built_obj
objects,O
are,O
available,O
placed,O
in,O
zone,B_loc_space
1.01,B_name
in,O
4th,B_ordinal
floor,B_loc_level
how many beam objects are available placed in zone 1.01 in 4th floor,sentence
tell,O
me,O
how,O
many,O
facade,B_built_obj
shadings,I_built_obj
of,O
the,O
model,O
are,O
existing,O
placed,O
in,O
zone,B_loc_space
1D08,B_name
",",O
within,O
thirtieth,B_ordinal
storey,B_loc_level
?,O
"tell me how many facade shadings of the model are existing placed in zone 1D08 , within thirtieth storey ?",sentence
overall,O
how,O
many,O
ramp,B_built_obj
flights,I_built_obj
objects,O
are,O
there,O
in,O
space,B_loc_space
1DC5,B_name
inside,O
the,O
10th,B_ordinal
storey,B_loc_level
overall how many ramp flights objects are there in space 1DC5 inside the 10th storey,sentence
tell,O
me,O
how,O
many,O
piles,B_built_obj
elements,O
is,O
there,O
located,O
within,O
room,B_loc_space
1A01,B_name
",",O
in,O
7th,B_ordinal
story,B_loc_level
?,O
"tell me how many piles elements is there located within room 1A01 , in 7th story ?",sentence
overall,O
how,O
many,O
stairs,B_built_obj
elements,O
of,O
the,O
model,O
is,O
there,O
located,O
inside,O
room,B_loc_space
2C01,B_name
within,O
twenty-sixth,B_ordinal
story,B_loc_level
?,O
overall how many stairs elements of the model is there located inside room 2C01 within twenty-sixth story ?,sentence
how,O
many,O
piles,B_built_obj
of,O
the,O
building,O
exist,O
placed,O
inside,O
space,B_loc_space
2B20,B_name
inside,O
7th,B_ordinal
level,B_loc_level
?,O
how many piles of the building exist placed inside space 2B20 inside 7th level ?,sentence
how,O
many,O
stair,B_built_obj
case,I_built_obj
objects,O
of,O
the,O
model,O
is,O
there,O
positioned,O
within,O
room,B_loc_space
5,B_name
",",O
at,O
twenty,B_ordinal
fourth,I_ordinal
level,B_loc_level
"how many stair case objects of the model is there positioned within room 5.00 , at twenty fourth level",sentence
tell,O
me,O
how,O
many,O
member,B_built_obj
objects,O
is,O
there,O
within,O
space,B_loc_space
2D01,B_name
",",O
in,O
11th,B_ordinal
storey,B_loc_level
?,O
"tell me how many member objects is there within space 2D01 , in 11th storey ?",sentence
how,O
many,O
facade,B_built_obj
shadings,I_built_obj
of,O
this,O
model,O
are,O
existing,O
contained,O
in,O
zone,B_loc_space
1BC2,B_name
at,O
nineth,B_ordinal
level,B_loc_level
how many facade shadings of this model are existing contained in zone 1BC2 at nineth level,sentence
how,O
many,O
members,B_built_obj
instances,O
of,O
this,O
model,O
is,O
there,O
located,O
inside,O
room,B_loc_space
1D34,B_name
in,O
5th,B_ordinal
story,B_loc_level
?,O
how many members instances of this model is there located inside room 1D34 in 5th story ?,sentence
overall,O
how,O
many,O
beams,B_built_obj
of,O
this,O
model,O
are,O
there,O
placed,O
inside,O
space,B_loc_space
1B03,B_name
",",O
at,O
the,O
twenty,B_ordinal
sixth,I_ordinal
level,B_loc_level
"overall how many beams of this model are there placed inside space 1B03 , at the twenty sixth level",sentence
tell,O
me,O
how,O
many,O
column,B_built_obj
that,O
exist,O
there,O
placed,O
within,O
space,B_loc_space
2.09,B_name
in,O
nineth,B_ordinal
level,B_loc_level
tell me how many column that exist there placed within space 2.09 in nineth level,sentence
tell,O
me,O
how,O
many,O
footings,B_built_obj
items,O
exist,O
located,O
inside,O
zone,B_loc_space
2AS1,B_name
in,O
fourth,B_ordinal
level,B_loc_level
tell me how many footings items exist located inside zone 2AS1 in fourth level,sentence
tell,O
me,O
how,O
many,O
slabs,B_built_obj
of,O
this,O
model,O
that,O
exist,O
there,O
positioned,O
within,O
zone,B_loc_space
1D22,B_name
in,O
the,O
twenty,B_ordinal
second,I_ordinal
level,B_loc_level
?,O
tell me how many slabs of this model that exist there positioned within zone 1D22 in the twenty second level ?,sentence
how,O
many,O
plates,B_built_obj
elements,O
of,O
this,O
model,O
that,O
exist,O
there,O
positioned,O
in,O
room,B_loc_space
1DC4,B_name
inside,O
the,O
eighth,B_ordinal
story,B_loc_level
how many plates elements of this model that exist there positioned in room 1DC4 inside the eighth story,sentence
overall,O
how,O
many,O
roofs,B_built_obj
of,O
the,O
model,O
that,O
exist,O
there,O
placed,O
within,O
room,B_loc_space
10.01,B_name
",",O
in,O
seventeenth,B_ordinal
level,B_loc_level
"overall how many roofs of the model that exist there placed within room 10.01 , in seventeenth level",sentence
tell,O
me,O
how,O
many,O
shading,B_built_obj
elements,I_built_obj
instances,O
of,O
this,O
model,O
exist,O
placed,O
inside,O
space,B_loc_space
2.09,B_name
within,O
twenty-sixth,B_ordinal
storey,B_loc_level
tell me how many shading elements instances of this model exist placed inside space 2.09 within twenty-sixth storey,sentence
tell,O
me,O
how,O
many,O
shading,B_built_obj
element,I_built_obj
items,O
are,O
modeled,O
placed,O
within,O
space,B_loc_space
2.05,B_name
at,O
the,O
twelveth,B_ordinal
story,B_loc_level
tell me how many shading element items are modeled placed within space 2.05 at the twelveth story,sentence
how,O
many,O
curtain,B_built_obj
